cve,state,assigner,published,title,description,vendor,product,rating
CVE-2025-23286,PUBLISHED,nvidia,2025-08-02T22:09:12.667Z,,NVIDIA GPU Display Driver for Windows and Linux contains a vulnerability where an attacker could read invalid memory. A successful exploit of this vulnerability might lead to information disclosure.,NVIDIA,GPU Display Drivers,warm
CVE-2025-23287,PUBLISHED,nvidia,2025-08-02T22:10:01.037Z,,NVIDIA GPU Display Driver for Windows contains a vulnerability where an attacker may access sensitive system-level information. A successful exploit of this vulnerability may lead to Information disclosure.,NVIDIA,GPU Display Drivers,warm
CVE-2025-23288,PUBLISHED,nvidia,2025-08-02T22:10:33.765Z,,NVIDIA GPU Display Driver for Windows contains a vulnerability  where an attacker may cause an exposure of sensitive system information with local unprivileged system access. A successful exploit of this vulnerability may lead to Information disclosure.,NVIDIA,GPU Display Drivers,warm
CVE-2025-23289,PUBLISHED,nvidia,2025-07-31T20:41:51.159Z,,"NVIDIA Omniverse Launcher for Windows and Linux contains a vulnerability in the launcher logs, where a user could cause sensitive information to be written to the log files through proxy servers. A successful exploit of this vulnerability might lead to information disclosure.",NVIDIA,NVIDIA Omniverse Launcher,warm
CVE-2025-23290,PUBLISHED,nvidia,2025-08-02T22:18:49.085Z,,"NVIDIA vGPU software contains a vulnerability in the Virtual GPU Manager, where a guest could get global GPU metrics which may be influenced by work in other VMs. A successful exploit of this vulnerability might lead to information disclosure.",NVIDIA,GPU Display Drivers,warm
CVE-2025-23294,PUBLISHED,nvidia,2025-08-13T17:08:13.453Z,,"NVIDIA WebDataset for all platforms contains a vulnerability where an attacker could execute arbitrary code with elevated permissions. A successful exploit of this vulnerability might lead to escalation of privileges, data tampering, information disclosure, and denial of service.",NVIDIA,NVIDIA WebDataset,hot
CVE-2025-23295,PUBLISHED,nvidia,2025-08-13T17:19:54.303Z,,"NVIDIA Apex for all platforms contains a vulnerability in a Python component where an attacker could cause a code injection issue by providing a malicious file. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,NVIDIA Apex,hot
CVE-2025-23296,PUBLISHED,nvidia,2025-08-13T17:25:50.214Z,,"NVIDIA Isaac-GR00T for all platforms contains a vulnerability in a Python component where an attacker could cause a code injection issue. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,NVIDIA Isaac-GR00T N1,hot
CVE-2025-23298,PUBLISHED,nvidia,2025-08-13T17:28:53.506Z,,"NVIDIA Merlin Transformers4Rec for all platforms contains a vulnerability in a python dependency, where an attacker could cause a code injection issue. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,NVIDIA Merlin Transformers4Rec,hot
CVE-2025-23303,PUBLISHED,nvidia,2025-08-13T17:15:38.482Z,,NVIDIA NeMo Framework for all platforms contains a vulnerability where a user could cause a deserialization of untrusted data by remote code execution. A successful exploit of this vulnerability might lead to code execution and data tampering.,NVIDIA,NVIDIA NeMo Framework,hot
CVE-2025-23304,PUBLISHED,nvidia,2025-08-13T17:16:12.737Z,,"NVIDIA NeMo library for all platforms contains a vulnerability in the model loading component, where an attacker could cause code injection by loading .nemo files with maliciously crafted metadata. A successful exploit of this vulnerability may lead to remote code execution and data tampering.",NVIDIA,NVIDIA NeMo Framework,hot
CVE-2025-23305,PUBLISHED,nvidia,2025-08-13T17:35:09.438Z,,"NVIDIA Megatron-LM for all platforms contains a vulnerability in the tools component, where an attacker may exploit a code injection issue. A successful exploit of this vulnerability may lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,Megatron-LM,hot
CVE-2025-23306,PUBLISHED,nvidia,2025-08-13T17:35:43.759Z,,"NVIDIA Megatron-LM for all platforms contains a vulnerability in the megatron/training/
arguments.py component where an attacker could cause a code injection issue by providing a malicious input. A successful exploit of this vulnerability may lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,Megatron-LM,hot
CVE-2025-23307,PUBLISHED,nvidia,2025-08-26T18:25:04.845Z,,"NVIDIA NeMo Curator for all platforms contains a vulnerability where a malicious file created by an attacker could allow code injection. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,NVIDIA NeMo Curator,hot
CVE-2025-23310,PUBLISHED,nvidia,2025-08-06T12:18:15.276Z,,"NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where an attacker could cause stack buffer overflow by specially crafted inputs. A successful exploit of this vulnerability might lead to remote code execution, denial of service, information disclosure, and data tampering.",NVIDIA,Triton Inference Server,hot
CVE-2025-23311,PUBLISHED,nvidia,2025-08-06T12:33:53.559Z,,"NVIDIA Triton Inference Server contains a vulnerability where an attacker could cause a stack overflow through specially crafted HTTP requests. A successful exploit of this vulnerability might lead to remote code execution, denial of service, information disclosure, or data tampering.",NVIDIA,Triton Inference Server,hot
CVE-2025-23312,PUBLISHED,nvidia,2025-08-26T18:29:30.398Z,,"NVIDIA NeMo Framework for all platforms contains a vulnerability in the retrieval services component, where malicious data created by an attacker could cause a code injection. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,NeMo Framework,hot
CVE-2025-23313,PUBLISHED,nvidia,2025-08-26T18:30:10.860Z,,"NVIDIA NeMo Framework for all platforms contains a vulnerability in the NLP component, where malicious data created by an attacker could cause a code injection issue. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,NeMo Framework,hot
CVE-2025-23314,PUBLISHED,nvidia,2025-08-26T18:30:29.265Z,,"NVIDIA NeMo Framework for all platforms contains a vulnerability in the NLP component, where malicious data created by an attacker could cause a code injection issue. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,NeMo Framework,hot
CVE-2025-23315,PUBLISHED,nvidia,2025-08-26T18:30:49.165Z,,"NVIDIA NeMo Framework for all platforms contains a vulnerability in the export and deploy component, where malicious data created by an attacker could cause a code injection issue. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, information disclosure, and data tampering.",NVIDIA,NeMo Framework,hot
CVE-2025-23317,PUBLISHED,nvidia,2025-08-06T12:35:16.838Z,,"NVIDIA Triton Inference Server contains a vulnerability in the HTTP server, where an attacker could start a reverse shell by sending a specially crafted HTTP request. A successful exploit of this vulnerability might lead to remote code execution, denial of service, data tampering, or information disclosure.",NVIDIA,Triton Inference Server,hot
CVE-2025-23318,PUBLISHED,nvidia,2025-08-06T12:36:25.566Z,,"NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability in the Python backend, where an attacker could cause an out-of-bounds write. A successful exploit of this vulnerability might lead to code execution, denial of service, data tampering, and information disclosure.",NVIDIA,Triton Inference Server,hot
CVE-2025-23319,PUBLISHED,nvidia,2025-08-06T12:37:06.672Z,,"NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability in the Python backend, where an attacker could cause an out-of-bounds write by sending a request. A successful exploit of this vulnerability might lead to remote code execution, denial of service, data tampering, or information disclosure.",NVIDIA,Triton Inference Server,hot
CVE-2025-23320,PUBLISHED,nvidia,2025-08-06T12:37:43.545Z,,"NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability in the Python backend, where an attacker could cause the shared memory limit to be exceeded by sending a very large request. A successful exploit of this vulnerability might lead to information disclosure.",NVIDIA,Triton Inference Server,hot
CVE-2025-23321,PUBLISHED,nvidia,2025-08-06T12:38:35.722Z,,NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where a user could cause a divide by zero issue by issuing an invalid request. A successful exploit of this vulnerability might lead to denial of service.,NVIDIA,Triton Inference Server,hot
CVE-2025-23322,PUBLISHED,nvidia,2025-08-06T12:39:07.615Z,,NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where multiple requests could cause a double free when a stream is cancelled before it is processed. A successful exploit of this vulnerability might lead to denial of service.,NVIDIA,Triton Inference Server,hot
CVE-2025-23323,PUBLISHED,nvidia,2025-08-06T12:39:44.935Z,,"NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where a user could cause an integer overflow or wraparound, leading to a segmentation fault, by providing an invalid request. A successful exploit of this vulnerability might lead to denial of service.",NVIDIA,Triton Inference Server,hot
CVE-2025-23324,PUBLISHED,nvidia,2025-08-06T12:40:15.766Z,,"NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where a user could cause an integer overflow or wraparound, leading to a segmentation fault,  by providing an invalid request. A successful exploit of this vulnerability might lead to denial of service.",NVIDIA,Triton Inference Server,hot
CVE-2025-23325,PUBLISHED,nvidia,2025-08-06T12:40:45.070Z,,NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where an attacker could cause uncontrolled recursion through a specially crafted input. A successful exploit of this vulnerability might lead to denial of service.,NVIDIA,Triton Inference Server,hot
CVE-2025-23326,PUBLISHED,nvidia,2025-08-06T12:41:19.641Z,,NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where an attacker could cause an integer overflow through a specially crafted input. A successful exploit of this vulnerability might lead to denial of service.,NVIDIA,Triton Inference Server,hot
CVE-2025-23327,PUBLISHED,nvidia,2025-08-06T12:41:48.803Z,,NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where an attacker could cause an integer overflow through specially crafted inputs. A successful exploit of this vulnerability might lead to denial of service and data tampering.,NVIDIA,Triton Inference Server,hot
