cve,published,title,description,vendor,product,score,severity,rating
CVE-2025-20716,2025-10-14 09:11:54.119000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege if a malicious actor has already obtained the System privilege. User interaction is not needed for exploitation. Patch ID: WCNCR00421149; Issue ID: MSV-3728.","MediaTek, Inc.","MT6890, MT7615, MT7622, MT7663, MT7915, MT7916, MT7981, MT7986",,,warm
CVE-2025-20715,2025-10-14 09:11:52.310000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege if a malicious actor has already obtained the System privilege. User interaction is not needed for exploitation. Patch ID: WCNCR00421152; Issue ID: MSV-3731.","MediaTek, Inc.","MT6890, MT7615, MT7622, MT7663, MT7915, MT7916, MT7981, MT7986",,,warm
CVE-2025-20723,2025-10-14 09:11:50.575000+00:00,,"In gnss driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege if a malicious actor has already obtained the System privilege. User interaction is not needed for exploitation. Patch ID: ALPS09920033; Issue ID: MSV-3797.","MediaTek, Inc.","MT6835, MT6878, MT6886, MT6897, MT6899, MT6985, MT6989, MT6991, MT8676, MT8678, MT8775, MT8791T, MT8796, MT8873",,,warm
CVE-2025-20722,2025-10-14 09:11:48.751000+00:00,,"In gnss driver, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure if a malicious actor has already obtained the System privilege. User interaction is not needed for exploitation. Patch ID: ALPS09920036; Issue ID: MSV-3798.","MediaTek, Inc.","MT6835, MT6878, MT6886, MT6897, MT6899, MT6980D, MT6985, MT6989, MT6990, MT6991, MT8676, MT8678, MT8775, MT8791T, MT8796, MT8873",,,warm
CVE-2025-20714,2025-10-14 09:11:46.971000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege if a malicious actor has already obtained the System privilege. User interaction is not needed for exploitation. Patch ID: WCNCR00432659; Issue ID: MSV-3902.","MediaTek, Inc.","MT6890, MT7615, MT7622, MT7663, MT7915, MT7916, MT7981, MT7986",,,warm
CVE-2025-20713,2025-10-14 09:11:45.149000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege if a malicious actor has already obtained the System privilege. User interaction is not needed for exploitation. Patch ID: WCNCR00432661; Issue ID: MSV-3904.","MediaTek, Inc.","MT6890, MT7615, MT7622, MT7663, MT7915, MT7916, MT7981, MT7986",,,warm
CVE-2025-20721,2025-10-14 09:11:43.313000+00:00,,"In imgsensor, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege if a malicious actor has already obtained the System privilege. User interaction is not needed for exploitation. Patch ID: ALPS10089545; Issue ID: MSV-4279.","MediaTek, Inc.","MT6886, MT6897, MT6899, MT6985, MT6989, MT6991, MT8195, MT8196, MT8370, MT8390, MT8395, MT8792, MT8793",,,warm
CVE-2025-20720,2025-10-14 09:11:41.597000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: WCNCR00418954; Issue ID: MSV-3569.","MediaTek, Inc.","MT6890, MT7603, MT7615, MT7622, MT7915, MT7916, MT7981, MT7986",,,hot
CVE-2025-20719,2025-10-14 09:11:39.767000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: WCNCR00418955; Issue ID: MSV-3570.","MediaTek, Inc.","MT6890, MT7603, MT7615, MT7622, MT7915, MT7916, MT7981, MT7986",,,hot
CVE-2025-20718,2025-10-14 09:11:37.980000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation. Patch ID: WCNCR00419945; Issue ID: MSV-3581.","MediaTek, Inc.","MT6890, MT7615, MT7622, MT7663, MT7915, MT7916, MT7981, MT7986",,,warm
CVE-2025-20709,2025-10-14 09:11:36.184000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: WCNCR00415809; Issue ID: MSV-3405.","MediaTek, Inc.","MT6890, MT7915, MT7916, MT7981, MT7986",,,hot
CVE-2025-20710,2025-10-14 09:11:34.351000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an integer overflow. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: WCNCR00418785; Issue ID: MSV-3515.","MediaTek, Inc.","MT6890, MT7915, MT7916, MT7981, MT7986",,,hot
CVE-2025-20711,2025-10-14 09:11:32.571000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: WCNCR00422399; Issue ID: MSV-3748.","MediaTek, Inc.","MT6890, MT7916, MT7981, MT7986",,,hot
CVE-2025-20712,2025-10-14 09:11:30.703000+00:00,,"In wlan AP driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: WCNCR00422323; Issue ID: MSV-3810.","MediaTek, Inc.","MT6990, MT7990, MT7991, MT7992, MT7993",,,hot
CVE-2025-46581,2025-10-14 08:54:42.054000+00:00,ZTE ZXCDN product has a Struts RCE Vulnerability,ZTE's ZXCDN product  is affected by a Struts remote code execution (RCE) vulnerability. An unauthenticated attacker can remotely execute commands with non-root privileges.,ZTE,ZXCDN,9.8,CRITICAL,hot
CVE-2025-41699,2025-10-14 08:35:05.215000+00:00,Phoenix Contact: Security Advisory for CHARX SEC-3xxx charging controllers,"An low privileged remote attacker with an account for the Web-based management can change the system configuration to perform a command injection as root, resulting in a total loss of confidentiality, availability and integrity due to improper control of generation of code ('Code Injection').",Phoenix Contact,CHARX SEC-3000; CHARX SEC-3050; CHARX SEC-3100; CHARX SEC-3150,8.8,HIGH,hot
CVE-2025-41718,2025-10-14 08:25:52.136000+00:00,Murrelektronik: Unprotected Transport of Credentials,A cleartext transmission of sensitive information vulnerability in the affected products allows an unauthorized remote attacker to gain login credentials and access the Web-UI.,Murrelektronik,Firmware Impact67 Pro 54620; Firmware Impact67 Pro 54630; Firmware Impact67 Pro 54631; Firmware Impact67 Pro 54632,7.5,HIGH,hot
CVE-2025-41707,2025-10-14 08:06:11.424000+00:00,Phoenix Contact: WebSocket Handler Denial of Service,The websocket handler is vulnerable to a denial of service condition. An unauthenticated remote attacker can send a crafted websocket message to trigger the issue without affecting the core functionality.,Phoenix Contact,QUINT4-UPS/24DC/24DC/10/EIP; QUINT4-UPS/24DC/24DC/20/EIP; QUINT4-UPS/24DC/24DC/40/EIP; QUINT4-UPS/24DC/24DC/5/EIP,5.3,MEDIUM,warm
CVE-2025-41706,2025-10-14 08:05:56.266000+00:00,Phoenix Contact: Webserver Denial of Service through Malformed Content-Length,The webserver is vulnerable to a denial of service condition. An unauthenticated remote attacker can craft a special GET request with an over-long content-length to trigger the issue without affecting the core functionality.,Phoenix Contact,QUINT4-UPS/24DC/24DC/10/EIP; QUINT4-UPS/24DC/24DC/20/EIP; QUINT4-UPS/24DC/24DC/40/EIP; QUINT4-UPS/24DC/24DC/5/EIP,5.3,MEDIUM,warm
CVE-2025-41705,2025-10-14 08:05:43.031000+00:00,Phoenix Contact: WebSocket Message Interception Leaks Webfrontend Credentials,An unauthenticated remote attacker (MITM) can intercept the websocket messages to gain access to the login credentials for the Webfrontend.,Phoenix Contact,QUINT4-UPS/24DC/24DC/10/EIP; QUINT4-UPS/24DC/24DC/20/EIP; QUINT4-UPS/24DC/24DC/40/EIP; QUINT4-UPS/24DC/24DC/5/EIP,6.8,MEDIUM,warm
CVE-2025-41704,2025-10-14 08:05:34.171000+00:00,Phoenix Contact: Unauthenticated Modbus Service DoS via Crafted Function Code,An unauthanticated remote attacker can perform a DoS of the Modbus service by sending a specific function and sub-function code without affecting the core functionality.,Phoenix Contact,QUINT4-UPS/24DC/24DC/10/EIP; QUINT4-UPS/24DC/24DC/20/EIP; QUINT4-UPS/24DC/24DC/40/EIP; QUINT4-UPS/24DC/24DC/5/EIP,5.3,MEDIUM,hot
CVE-2025-41703,2025-10-14 08:05:23.395000+00:00,Phoenix Contact: UPS Shutdown via Unauthenticated Modbus Command,An unauthenticated remote attacker can cause a Denial of Service by turning off the output of the UPS via Modbus command.,Phoenix Contact,QUINT4-UPS/24DC/24DC/10/EIP; QUINT4-UPS/24DC/24DC/20/EIP; QUINT4-UPS/24DC/24DC/40/EIP; QUINT4-UPS/24DC/24DC/5/EIP,7.5,HIGH,hot
CVE-2025-55078,2025-10-14 07:28:56.148000+00:00,Incomplete validation of kernel object pointers in system calls,"In Eclipse ThreadX before version 6.4.3, an attacker can cause a denial of service (crash) by providing a pointer to a reserved or unmapped memory region. Vulnerable system calls had a check of pointers, but that check wasn't verifying whether the pointer is outside the module memory region.",Eclipse Foundation,ThreadX,,,cold
CVE-2025-11731,2025-10-14 06:02:35.519000+00:00,Libxslt: type confusion in exsltfuncresultcompfunction of libxslt,"A flaw was found in the exsltFuncResultComp() function of libxslt, which handles EXSLT <func:result> elements during stylesheet parsing. Due to improper type handling, the function may treat an XML document node as a regular XML element node, resulting in a type confusion. This can cause unexpected memory reads and potential crashes. While difficult to exploit, the flaw could lead to application instability or denial of service.",; Red Hat,; Red Hat Enterprise Linux 10; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 9; Red Hat OpenShift Container Platform 4,3.1,LOW,warm
CVE-2025-8594,2025-10-14 06:00:07.251000+00:00,Pz-LinkCard < 2.5.7 - Contributor+ SSRF,"The Pz-LinkCard WordPress plugin before 2.5.7 does not validate a parameter before making a request to it, which could allow users with a role as low as Contributor to perform SSRF attack.",Unknown,Pz-LinkCard,,,cold
CVE-2025-10357,2025-10-14 06:00:05.180000+00:00,Simple SEO < 2.0.32 - Contributor+ Stored XSS,"The Simple SEO WordPress plugin before 2.0.32 does not sanitise and escape some parameters when outputing them in the page, which could allow users with a role as low as contributor to perform Cross-Site Scripting attacks.",Unknown,Simple SEO,,,cold
CVE-2025-10732,2025-10-14 05:24:58.320000+00:00,SureForms – Drag and Drop Form Builder for WordPress <= 1.12.1 - Missing Authorization to Authenticated (Contributor+) Information Disclosure,"The SureForms – Drag and Drop Form Builder for WordPress plugin for WordPress is vulnerable to Sensitive Information Disclosure in all versions up to, and including, 1.12.1. This is due to improper access control implementation on the '/wp-json/sureforms/v1/srfm-global-settings' REST API endpoint. This makes it possible for authenticated attackers, with contributor-level access and above, to retrieve sensitive information including API keys for Google reCAPTCHA, Cloudflare Turnstile, hCaptcha, admin email addresses, and security-related form settings.",brainstormforce,"SureForms – Drag and Drop Contact Form Builder – Multi-step Forms, Conversational Forms and more",4.3,MEDIUM,cold
